,project,group,sample,group_idx,type
0,panlab,pdac,HE_7,0,HE
1,panlab,pdac,P1_14,1,P1
2,panlab,pdac,P2_15,2,P2
3,panlab,pdac,HE_16,3,HE
4,panlab,pdac,P3_16,4,P3
5,panlab,pdac,P4_17,5,P4
6,panlab,pdac,P1_18,6,P1
7,panlab,pdac,P2_19,7,P2
8,panlab,pdac,HE_20,8,HE
9,panlab,pdac,P3_20,9,P3
10,panlab,pdac,P4_21,10,P4
11,panlab,pdac,P2_23,11,P2
12,panlab,pdac,P1_26,12,P1
13,panlab,pdac,P2_27,13,P2
14,panlab,pdac,HE_28,14,HE
15,panlab,pdac,P3_28,15,P3
16,panlab,pdac,P1_30,16,P1
17,panlab,pdac,P2_31,17,P2
18,panlab,pdac,HE_32,18,HE
19,panlab,pdac,P3_32,19,P3
20,panlab,pdac,P1_34,20,P1
21,panlab,pdac,P2_35,21,P2
22,panlab,pdac,P3_36,22,P3
23,panlab,pdac,P1_38,23,P1
24,panlab,pdac,P2_39,24,P2
25,panlab,pdac,HE_40,25,HE
26,panlab,pdac,P3_40,26,P3
27,panlab,pdac,P1_42,27,P1
28,panlab,pdac,P2_43,28,P2
29,panlab,pdac,P3_44,29,P3
30,panlab,pdac,P1_46,30,P1
31,panlab,pdac,P2_47,31,P2
32,panlab,pdac,HE_48,32,HE
33,panlab,pdac,P3_48,33,P3
34,panlab,pdac,P2_51,34,P2
35,panlab,pdac,HE_52,35,HE
36,panlab,pdac,P3_52,36,P3
37,panlab,pdac,P1_54,37,P1
38,panlab,pdac,P2_55,38,P2
39,panlab,pdac,HE_56,39,HE
40,panlab,pdac,P3_56,40,P3
41,panlab,pdac,P1_58,41,P1
43,panlab,pdac,P2_59,42,P2
44,panlab,pdac,HE_60,43,HE
45,panlab,pdac,P3_60,44,P3
46,panlab,pdac,P1_62,45,P1
47,panlab,pdac,P2_63,46,P2
48,panlab,pdac,HE_64,47,HE
49,panlab,pdac,P3_64,48,P3
50,panlab,pdac,P1_66,49,P1
51,panlab,pdac,P2_67,50,P2
52,panlab,pdac,HE_68,51,HE
53,panlab,pdac,P3_68,52,P3
54,panlab,pdac,P1_70,53,P1
55,panlab,pdac,P2_72,54,P2
56,panlab,pdac,HE_73,55,HE
57,panlab,pdac,P3_73,56,P3
58,panlab,pdac,HE_74,57,HE
59,panlab,pdac,P1_75,58,P1
60,panlab,pdac,P2_76,59,P2
61,panlab,pdac,HE_77,60,HE
62,panlab,pdac,P3_77,61,P3
63,panlab,pdac,P1_79,62,P1
64,panlab,pdac,P2_80,63,P2
65,panlab,pdac,HE_81,64,HE
66,panlab,pdac,P3_81,65,P3
67,panlab,pdac,P1_83,66,P1
68,panlab,pdac,P2_84,67,P2
69,panlab,pdac,HE_85,68,HE
70,panlab,pdac,P3_85,69,P3
72,panlab,pdac,P1_87,70,P1
73,panlab,pdac,HE_89,71,HE
74,panlab,pdac,P3_89,72,P3
75,panlab,pdac,P1_91,73,P1
76,panlab,pdac,P2_92,74,P2
77,panlab,pdac,HE_93,75,HE
78,panlab,pdac,P1_95,76,P1
79,panlab,pdac,P2_96,77,P2
80,panlab,pdac,HE_97,78,HE
81,panlab,pdac,P3_97,79,P3
82,panlab,pdac,P1_99,80,P1
83,panlab,pdac,HE_102,81,HE
84,panlab,pdac,P3_102,82,P3
85,panlab,pdac,P1_104,83,P1
86,panlab,pdac,P2_105,84,P2
87,panlab,pdac,HE_106,85,HE
88,panlab,pdac,P3_106,86,P3
89,panlab,pdac,P1_108,87,P1
90,panlab,pdac,P2_109,88,P2
91,panlab,pdac,P1_112,89,P1
92,panlab,pdac,P2_113,90,P2
93,panlab,pdac,HE_114,91,HE
94,panlab,pdac,P3_114,92,P3
95,panlab,pdac,P1_116,93,P1
96,panlab,pdac,P2_117,94,P2
97,panlab,pdac,HE_118,95,HE
98,panlab,pdac,P3_118,96,P3
99,panlab,pdac,P1_120,97,P1
100,panlab,pdac,P2_122,98,P2
101,panlab,pdac,HE_123,99,HE
102,panlab,pdac,P3_123,100,P3
103,panlab,pdac,P2_126,101,P2
104,panlab,pdac,HE_127,102,HE
105,panlab,pdac,P3_127,103,P3
106,panlab,pdac,P1_129,104,P1
107,panlab,pdac,P2_130,105,P2
108,panlab,pdac,HE_131,106,HE
110,panlab,pdac,P3_131,107,P3
111,panlab,pdac,P1_133,108,P1
112,panlab,pdac,P2_134,109,P2
113,panlab,pdac,HE_135,110,HE
114,panlab,pdac,P3_135,111,P3
115,panlab,pdac,P1_137,112,P1
116,panlab,pdac,P2_138,113,P2
117,panlab,pdac,HE_139,114,HE
118,panlab,pdac,P3_139,115,P3
119,panlab,pdac,P1_141,116,P1
120,panlab,pdac,P2_142,117,P2
121,panlab,pdac,HE_143,118,HE
122,panlab,pdac,P1_145,119,P1
123,panlab,pdac,P2_146,120,P2
124,panlab,pdac,HE_147,121,HE
125,panlab,pdac,P3_147,122,P3
126,panlab,pdac,P1_149,123,P1
127,panlab,pdac,P2_150,124,P2
128,panlab,pdac,HE_151,125,HE
129,panlab,pdac,P3_151,126,P3
130,panlab,pdac,P1_153,127,P1
131,panlab,pdac,P2_154,128,P2
132,panlab,pdac,HE_155,129,HE
133,panlab,pdac,P3_155,130,P3
134,panlab,pdac,P1_157,131,P1
135,panlab,pdac,P2_158,132,P2
136,panlab,pdac,HE_159,133,HE
137,panlab,pdac,P3_159,134,P3
138,panlab,pdac,P1_161,135,P1
139,panlab,pdac,P2_162,136,P2
140,panlab,pdac,P3_163,137,P3
141,panlab,pdac,P1_165,138,P1
142,panlab,pdac,P2_166,139,P2
143,panlab,pdac,HE_167,140,HE
144,panlab,pdac,P3_167,141,P3
145,panlab,pdac,P1_169,142,P1
146,panlab,pdac,P2_170,143,P2
147,panlab,pdac,HE_171,144,HE
148,panlab,pdac,P3_171,145,P3
149,panlab,pdac,P1_173,146,P1
150,panlab,pdac,P2_174,147,P2
151,panlab,pdac,HE_175,148,HE
152,panlab,pdac,P3_175,149,P3
153,panlab,pdac,P2_178,150,P2
154,panlab,pdac,HE_179,151,HE
155,panlab,pdac,P3_179,152,P3
156,panlab,pdac,P1_181,153,P1
157,panlab,pdac,P2_182,154,P2
158,panlab,pdac,HE_183,155,HE
159,panlab,pdac,P3_183,156,P3
160,panlab,pdac,P1_185,157,P1
161,panlab,pdac,P2_186,158,P2
162,panlab,pdac,HE_187,159,HE
163,panlab,pdac,P3_187,160,P3
164,panlab,pdac,P1_189,161,P1
165,panlab,pdac,P2_190,162,P2
166,panlab,pdac,P3_191,163,P3
167,panlab,pdac,P1_193,164,P1
168,panlab,pdac,P2_194,165,P2
169,panlab,pdac,HE_195,166,HE
170,panlab,pdac,P3_195,167,P3
171,panlab,pdac,P1_197,168,P1
172,panlab,pdac,HE_198,169,HE
173,panlab,pdac,P2_198,170,P2
174,panlab,pdac,HE_199,171,HE
175,panlab,pdac,P3_199,172,P3
176,panlab,pdac,P1_201,173,P1
177,panlab,pdac,P2_202,174,P2
178,panlab,pdac,HE_203,175,HE
179,panlab,pdac,P3_203,176,P3
180,panlab,pdac,P1_205,177,P1
181,panlab,pdac,P2_206,178,P2
182,panlab,pdac,HE_207,179,HE
183,panlab,pdac,P3_207,180,P3
184,panlab,pdac,P1_209,181,P1
185,panlab,pdac,P2_210,182,P2
186,panlab,pdac,HE_211,183,HE
187,panlab,pdac,P3_211,184,P3
188,panlab,pdac,P1_214,185,P1
189,panlab,pdac,P2_215,186,P2
190,panlab,pdac,HE_216,187,HE
191,panlab,pdac,P3_216,188,P3
192,panlab,pdac,P1_218,189,P1
193,panlab,pdac,P2_219,190,P2
194,panlab,pdac,HE_220,191,HE
195,panlab,pdac,P3_220,192,P3
196,panlab,pdac,P1_222,193,P1
197,panlab,pdac,P2_223,194,P2
198,panlab,pdac,HE_224,195,HE
199,panlab,pdac,P3_224,196,P3
200,panlab,pdac,P1_226,197,P1
201,panlab,pdac,P2_227,198,P2
202,panlab,pdac,HE_228,199,HE
203,panlab,pdac,P3_228,200,P3
204,panlab,pdac,P1_230,201,P1
205,panlab,pdac,P2_231,202,P2
206,panlab,pdac,HE_232,203,HE
207,panlab,pdac,P3_232,204,P3
208,panlab,pdac,P1_234,205,P1
209,panlab,pdac,P2_235,206,P2
210,panlab,pdac,HE_236,207,HE
211,panlab,pdac,P3_236,208,P3
212,panlab,pdac,P1_238,209,P1
213,panlab,pdac,P2_239,210,P2
214,panlab,pdac,HE_240,211,HE
215,panlab,pdac,P3_240,212,P3
216,panlab,pdac,P1_242,213,P1
217,panlab,pdac,P2_243,214,P2
218,panlab,pdac,HE_244,215,HE
219,panlab,pdac,P3_244,216,P3
220,panlab,pdac,P1_246,217,P1
221,panlab,pdac,P2_247,218,P2
222,panlab,pdac,HE_248,219,HE
223,panlab,pdac,P3_248,220,P3
224,panlab,pdac,P2_251,221,P2
225,panlab,pdac,HE_253,222,HE
226,panlab,pdac,P3_253,223,P3
227,panlab,pdac,P1_255,224,P1
228,panlab,pdac,P2_256,225,P2
229,panlab,pdac,HE_257,226,HE
230,panlab,pdac,P3_257,227,P3
231,panlab,pdac,P2_260,228,P2
232,panlab,pdac,HE_261,229,HE
233,panlab,pdac,P3_261,230,P3
234,panlab,pdac,P1_263,231,P1
235,panlab,pdac,P2_264,232,P2
236,panlab,pdac,HE_265,233,HE
237,panlab,pdac,P3_265,234,P3
238,panlab,pdac,P1_267,235,P1
239,panlab,pdac,P2_268,236,P2
240,panlab,pdac,P3_269,237,P3
241,panlab,pdac,P1_271,238,P1
242,panlab,pdac,P2_272,239,P2
243,panlab,pdac,HE_273,240,HE
244,panlab,pdac,P3_273,241,P3
245,panlab,pdac,P1_275,242,P1
246,panlab,pdac,P2_276,243,P2
247,panlab,pdac,HE_278,244,HE
248,panlab,pdac,P3_278,245,P3
249,panlab,pdac,P2_279,246,P2
250,panlab,pdac,P1_280,247,P1
251,panlab,pdac,P2_281,248,P2
252,panlab,pdac,HE_282,249,HE
253,panlab,pdac,P3_282,250,P3
254,panlab,pdac,P1_284,251,P1
255,panlab,pdac,P2_285,252,P2
256,panlab,pdac,HE_286,253,HE
257,panlab,pdac,P3_286,254,P3
258,panlab,pdac,P1_288,255,P1
259,panlab,pdac,P2_289,256,P2
260,panlab,pdac,HE_290,257,HE
261,panlab,pdac,P3_290,258,P3
262,panlab,pdac,P1_292,259,P1
263,panlab,pdac,P2_293,260,P2
264,panlab,pdac,HE_294,261,HE
265,panlab,pdac,P3_294,262,P3
266,panlab,pdac,P1_296,263,P1
267,panlab,pdac,P3_298,264,P3
268,panlab,pdac,P1_300,265,P1
269,panlab,pdac,P2_301,266,P2
270,panlab,pdac,HE_302,267,HE
271,panlab,pdac,P3_302,268,P3
272,panlab,pdac,P1_304,269,P1
273,panlab,pdac,P2_305,270,P2
274,panlab,pdac,HE_306,271,HE
275,panlab,pdac,P3_306,272,P3
276,panlab,pdac,P2_309,273,P2
277,panlab,pdac,HE_310,274,HE
278,panlab,pdac,P3_310,275,P3
279,panlab,pdac,P1_312,276,P1
280,panlab,pdac,P2_313,277,P2
281,panlab,pdac,HE_314,278,HE
282,panlab,pdac,P3_314,279,P3
283,panlab,pdac,P2_317,280,P2
284,panlab,pdac,HE_318,281,HE
285,panlab,pdac,P3_318,282,P3
286,panlab,pdac,P2_321,283,P2
287,panlab,pdac,HE_322,284,HE
288,panlab,pdac,P3_322,285,P3
289,panlab,pdac,P1_324,286,P1
290,panlab,pdac,P2_325,287,P2
291,panlab,pdac,HE_326,288,HE
292,panlab,pdac,P3_326,289,P3
293,panlab,pdac,P2_329,290,P2
294,panlab,pdac,HE_330,291,HE
295,panlab,pdac,P3_330,292,P3
296,panlab,pdac,P1_332,293,P1
297,panlab,pdac,P2_333,294,P2
298,panlab,pdac,HE_334,295,HE
299,panlab,pdac,P3_334,296,P3
300,panlab,pdac,P1_336,297,P1
301,panlab,pdac,P2_337,298,P2
302,panlab,pdac,HE_338,299,HE
303,panlab,pdac,P3_338,300,P3
304,panlab,pdac,P1_340,301,P1
305,panlab,pdac,P2_341,302,P2
306,panlab,pdac,HE_342,303,HE
307,panlab,pdac,P3_342,304,P3
308,panlab,pdac,P1_344,305,P1
309,panlab,pdac,P2_345,306,P2
310,panlab,pdac,HE_346,307,HE
311,panlab,pdac,P3_346,308,P3
312,panlab,pdac,P1_348,309,P1
313,panlab,pdac,P2_349,310,P2
314,panlab,pdac,HE_350,311,HE
